Unnamed: 0,reviewerName,overall,reviewText,reviewTime,day_diff,helpful_yes,helpful_no,total_vote,score_pos_neg_diff,score_average_rating,wilson_lower_bound,sentiment_score,sentiment_label
3899,Robert Nilsen,5.0,i'm using card new samsung s4 phone. work should. problem. largest size use.,2013-08-25,470,0,0,0,0,0.0,0.0,-0.4019,neg
3900,Roberto F. Coloma,5.0,bought together sd found better pricing these. know using come handy that's lowest price i've ever great product,2012-10-28,771,0,0,0,0,0.0,0.0,0.6597,pos
3901,"Roberto K. Cho ""chorobe""",4.0,"star rating 1 4 customer service. able get replacement pretty easily. hopefully last item worked well lasted. bought october 2012 tablet pc android smartphone. make many transfer card, mostly reading file it. march 2013 suddenly card longer recognized android phone. longer recognized device well. lost many photo video card it. i'm sure sandisk exchange new one, happening card le year",2013-03-20,628,1,0,1,1,1.0,0.2065493143772374,0.8885,pos
3902,Robert payne,5.0,"bought epic 4g touch, great card great price. store ton picture music still plenty room.",2013-05-28,559,0,0,0,0,0.0,0.0,0.8481,pos
3903,Robert Poole,5.0,32gb micro storage. fit ton song movie well game nice phone tablet. also fact got $24 pretty awesome too. thanks amazon!,2013-07-12,514,0,0,0,0,0.0,0.0,0.9558,pos
3904,Robert Potamus,5.0,"lot info whether card larger 32gb work phone. phone spec say support 32gb. put in, formatted got gb usable space, exactly would expect. using week worked perfectly. good price too.",2013-08-16,479,0,0,0,0,0.0,0.0,0.8689,pos
3905,"Robert ""rob_squared""",5.0,"use xperia tablet z, note ii, macbook (with nifty lumia 2520. word use custom rom android devices, use program format fat32, come exfat licensing restriction work stock roms.",2014-01-21,321,0,0,0,0,0.0,0.0,0.1531,pos
3906,Robert Schlemmer,5.0,disappointed acer netbook could read 32gb microsdhc using included adaptor memory card function perfectly samsung galaxy plus android moved large video file quickly.,2012-10-17,782,0,0,0,0,0.0,0.0,0.2732,pos
3907,"Robert S. Cope ""Bob""",5.0,"advertised microsdhc card work perfectly new smart phones, allowing lot apps! highly it, like it!",2013-12-30,343,0,0,0,0,0.0,0.0,0.8824,pos
3908,Robert S.,5.0,got camera use know need shoot keep problem well. unless i'm really feel limit microsd card.,2012-11-26,742,0,0,0,0,0.0,0.0,-0.4588,neg
3909,Robert S.,5.0,used problem tablet galaxy note 10.1 day one work perfect. cost relatively low compared stores.,2014-07-05,156,0,0,0,0,0.0,0.0,-0.0258,neg
3910,Robert Sommer,5.0,"inexpensive way get galaxy note ii 16gb 32gb memory. plenty fast hold lot photos, music, etc.",2014-05-03,219,0,0,0,0,0.0,0.0,0.0,neg
3911,robert t mozzetti,5.0,"work great gs3, popped ready beat price quality card.",2013-02-22,654,0,0,0,0,0.0,0.0,0.765,pos
3912,Robert Torres,5.0,best market. good size good price want work wont break seems,2013-04-21,596,0,0,0,0,0.0,0.0,0.8834,pos
3913,Robert Zuniga,5.0,16gb works!,2014-02-07,304,0,0,0,0,0.0,0.0,0.0,neg
3914,Robin,4.0,sandisk ultras tend work reliably different camera phone always true common le expensive cards. ordering cost bit more.,2013-09-17,447,0,0,0,0,0.0,0.0,0.4215,pos
3915,Robin.H,3.0,"sandisk uhs-1 card good working fast class 10 standard. operating series 4kb files, read write samsung uhs-1 microsd, samsung uhs-1 card least process 4kb file per second, either reading writing. reading/writing giant files, sandisk card reach reading writing, acceptable price, still bit lower samsung.",2014-05-26,196,0,0,0,0,0.0,0.0,0.4767,pos
3916,Rob L.,5.0,ordered son phone extremely happy card arrived. would absolutely order needed.,2014-05-31,191,0,0,0,0,0.0,0.0,0.6115,pos
3917,"Robotman ""Jerry""",5.0,32 gb seems right size memory card needs. micro sd card fit several device downloads easily computer.,2014-02-26,285,0,0,0,0,0.0,0.0,0.5994,pos
3918,RobSegura82,4.0,"bought galaxy phone, didnt want spend extra money upgrade phone 16gb. cheap work fine.",2013-12-26,347,0,0,0,0,0.0,0.0,0.1476,pos
3919,RobStringG,5.0,mean know micro memory card usually $50 got yes!,2013-12-13,360,0,0,0,0,0.0,0.0,0.4574,pos
3920,"Robyn Swaim ""robynthetexasvamp""",5.0,needed memory card phone (samsung galaxy work fine it. problem all.,2013-03-28,620,0,0,0,0,0.0,0.0,-0.2263,neg
3921,Rocket Scientist,1.0,"description quite confusing - say time class 10, mean expect write speed higher time, say uhs-1, mean 30mb/sec write speed. truth, usually, somewhere close lower end. high speed use chip so, card showed sequental write speed sequental read speed. so, uhs-1 read meaning wanted card digital camera speed photography - made wrong choice. reference, 16 gb class 10 microsdhc flash memory card sequental write speed 17mb/sec sequental read speed cheaper transcend average faster write",2012-06-10,911,6,2,8,4,0.75,0.4092754303101689,-0.6361,neg
3922,Rockhoundr,5.0,wonderful. perfect new phone. designed do. fit fine. work well.,2014-01-30,312,0,0,0,0,0.0,0.0,0.9153,pos
3923,Rock Your Roots,5.0,"sandisk, say? quality fantastic help transfer file wary cloud.",2013-12-30,343,1,0,1,1,1.0,0.2065493143772374,0.743,pos
3924,"Roderic Rinehart ""Roderic""",5.0,"sandisk highest quality micro sd one work basically android phone tablet made last 2 years, including samsung galaxy s3 s4 note 2 note 3.",2013-09-28,436,0,0,0,0,0.0,0.0,0.0,neg
3925,Rod,5.0,"like see video tablet phones, end needing guy. fastest. good recording too.",2012-12-18,720,0,0,0,0,0.0,0.0,0.6597,pos
3926,Rodney Cyr,3.0,seemed work advertised. first one failed one week. smartphone failed &#34;see&#34; it. amazon replaced additional charge. second one still working fine. (my smartphone samsung,2013-02-07,669,0,0,0,0,0.0,0.0,-0.6249,neg
3927,"Rodolfo Q. Z ""roqz""",5.0,"card months, used sansa clip+, lg optimus one lg g asus memo pad, course whole lot reader pc.",2014-08-01,129,0,0,0,0,0.0,0.0,0.0,neg
3928,Rodolfo Rodriguez,5.0,"good micro sd , use samsung galazy 4 work perfectly , space music",2014-02-06,305,0,0,0,0,0.0,0.0,0.7964,pos
3929,rodrigo cabezas,5.0,"film hour it, 4000 picture 5mp bad need.",2014-06-22,169,0,0,0,0,0.0,0.0,-0.5423,neg
3930,Rogelio Ramos,5.0,microsoft surface rt fit ive seen 30mb/s click document click move document folder microsd card ;) dont save computer thats program ok,2014-01-15,327,0,1,1,-1,0.0,0.0,0.4537,pos
3931,Roger G. Chapman,5.0,first ultra micro sd card. like color make easy see swap time asus tablet. black one hard see busy desk. speed great bought it. impressed price black friday 2013.,2013-12-24,349,0,0,0,0,0.0,0.0,0.9042,pos
3932,ROGER,5.0,"lot space, hold lot music, videos, pictures. good price, happy complaints. work well samsung tablet.",2014-01-30,312,0,0,0,0,0.0,0.0,0.7184,pos
3933,Roger J. Buffington,5.0,"card work great garmin gps unit. mainly use hold vast number songs, work great that. fast enough difficulty accessing memory note performance gps. come adaptor use regular sd card reader. need one perfect, hence five star rating.",2014-05-19,203,0,0,0,0,0.0,0.0,0.8957,pos
3934,"Roger ""RogerATM""",5.0,card fast perfect samsung galaxy note. used hdr photography work well.,2014-02-16,295,0,0,0,0,0.0,0.0,0.7003,pos
3935,Roger. Sheldon,5.0,good fast reliable sdhc price can't beat it! using video photo issue all.,2014-04-24,228,0,0,0,0,0.0,0.0,0.4926,pos
3936,Roger Wells,5.0,recommended gopro camera.no problem even high shutter time purchase 64gb version.,2014-03-27,256,0,0,0,0,0.0,0.0,-0.2263,neg
3937,roland,5.0,installed cell phone 6 month work flawlessly. pleased product.,2014-09-06,93,0,0,0,0,0.0,0.0,0.5719,pos
3938,Roland,5.0,i've using couple week galaxy note 2 problem gallery performance (which primary use extra storage) great.,2013-10-01,433,1,0,1,1,1.0,0.2065493143772374,0.34,pos
3939,Roland Wooster,5.0,"faster 2 year old 32gb micro sd cards, 64gb version work great samsung s4 phone. even need format card, came fat32 think.",2013-02-09,667,0,0,0,0,0.0,0.0,0.6249,pos
3940,Roman b.,5.0,love memory card. bigger better phone. put kind music movie whatever memory card thank you.,2013-05-08,579,0,0,0,0,0.0,0.0,0.9186,pos
3941,Romano Giannetti,5.0,problem using store re video android device. work expected described.,2014-09-02,97,0,0,0,0,0.0,0.0,-0.4019,neg
3942,ROMAN V. HUNTER,5.0,able put magazine along & mad magazine plus movie like original new black one white guy. awesome !!!,2014-07-02,159,0,0,0,0,0.0,0.0,0.7633,pos
3943,Romeo,4.0,"nothing bad say product. packaging indicated new, never tampered with. came mail time issue card overheating like review like fact 16gb space mean picture home movie phone share. also music i'm working out. great buy price really like it. recommend buying one another phone.",2013-01-04,703,0,0,0,0,0.0,0.0,0.9546,pos
3944,ronald,5.0,lot memory come adapter make connect computer devices.,2013-05-14,573,0,0,0,0,0.0,0.0,0.0,neg
3945,Ronald W Berger,5.0,good card job well. going fill space much else say this. using expansion dell venue 8 pro. almost 64g open capacity tablet.,2013-11-27,376,0,0,0,0,0.0,0.0,0.6124,pos
3946,Ronald W. Springer,5.0,"installed one mine wife's galaxy phones, happy learn use properly.",2013-05-03,584,0,0,0,0,0.0,0.0,0.5719,pos
3947,Ronda McKamey,5.0,"name trust. good price, figure use note.",2014-04-01,251,0,0,0,0,0.0,0.0,0.7351,pos
3948,Ron,5.0,work perfectly samsung tablet!,2014-07-14,147,0,0,0,0,0.0,0.0,0.6696,pos
3949,Ron,3.0,"memory card. take pics, card store them. complex ask someone",2012-11-27,741,0,2,2,-2,0.0,0.0,0.0,neg
3950,RON,1.0,"going start spending little money needed start buying transcend. one transcend thumb drive i've purchased, work great always has. sandisk 64g thumb drive always kind annoying problem finally quit working. everything i've told reformat reset help. always ejected drive disconnected it. memory card sandisk i've bought also little headache time. transcend work great faster copy worth music to. spend little extra money need buy transcend.",2014-03-25,258,1,0,1,1,1.0,0.2065493143772374,0.8957,pos
3951,"Ron L. Southworth ""001846""",5.0,"thing work great! call this, new technology. best micro storage, small fast. hate typing word say like it.",2013-03-30,618,0,0,0,0,0.0,0.0,0.8122,pos
3952,"Ron Malinowski, Jr.",5.0,"used brand while, complaints... writing hd video quite often issues.",2014-03-05,278,0,1,1,-1,0.0,0.0,0.0,neg
3953,Ronpy,5.0,muy e rapido mi galaxy s2 mucho rapido que con la msd que que 4,2012-12-26,712,0,0,0,0,0.0,0.0,0.0,neg
3954,RonR,5.0,purchased card memory storage asus tf700 tablet work like charm. highly recommended!,2013-05-06,581,0,0,0,0,0.0,0.0,0.7639,pos
3955,Ron Stotyn,4.0,find san disk always good choice storage options. capacity performance always top,2014-04-27,225,0,0,0,0,0.0,0.0,0.5719,pos
3956,rooooooodog,5.0,great card work galaxy s3 phone. put card worked.,2013-02-04,672,0,0,0,0,0.0,0.0,0.6249,pos
3957,Rosco,5.0,"item failed yet. using samsung galaxy s4 cell phone. keep music picture it, seem easily accessible.",2014-02-01,310,0,0,0,0,0.0,0.0,-0.2263,neg
3958,Ross,5.0,"matter product sandisk always prime choice. i've ordered many device recommend friends. personally, 5 phone 1 movie 1 everything go pro 24mp game problem",2014-03-17,266,0,0,0,0,0.0,0.0,0.4588,pos
3959,Ross Konikoff,5.0,"hold movie music file galaxy note 2, therefore love it. good price work would one",2013-05-06,581,0,0,0,0,0.0,0.0,0.7964,pos
3960,Rostislav Livinsky,5.0,quick. great deal great product. problem unmounting samsung galaxy s3. would definitely buy again.,2014-02-21,290,0,0,0,0,0.0,0.0,0.8481,pos
3961,R. Ottosen,5.0,work fine galaxy s4. problems. unbelievable much storage get small space low price.,2013-05-10,577,0,0,0,0,0.0,0.0,-0.296,neg
3962,R. Overall,5.0,"prefer pro sandisk cameras, worked well smaller camera, galaxy siii. plenty room it. ultra fast pro, plenty fast enough phone, including photo take. 1 1.5 second write it. getting 64 gb looking 128 gb",2014-05-31,191,0,0,0,0,0.0,0.0,0.2732,pos
3963,"Rowskey ""Paul""",5.0,"card fast described, problem transferring data old 32gb card. shipped quickly.",2012-02-12,1030,0,0,0,0,0.0,0.0,-0.4019,neg
3964,Roxy,5.0,work great used sandisk many time always good product great price. come nice case protect used.,2013-10-25,409,0,1,1,-1,0.0,0.0,0.9477,pos
3965,roy amaya,5.0,"gave girlfriend take pic save thing say transfer 30mb/s, really fast, faster previous i've had.",2013-10-02,432,0,0,0,0,0.0,0.0,0.4939,pos
3966,"Roy Samuel ""The Real Deal""",5.0,life fast data transfer speeds. love plug note 2 pc drop stuff onto thing heart content. access speed good i've issue using it.,2012-11-12,756,0,0,0,0,0.0,0.0,0.7184,pos
3967,rpgmaker,2.0,"looking class 10 microsd card order directly transfer file pc phone fastest way possible go cheaper class 4 instead one. speed much different class 4 microsd card i've had. far 30mb/s got much, minute there. tested window linux see difference. luckily there's lot difference price high quality class 4 one again, maybe look class 4 way since getting class 10. oh well, expect magic sandisk proactively review ask contact them. reason contact first usually receive answer tech support hardly solution help. indeed waste time. sandisk comment contacted one live chat confirmed indeed wasted s.: hello, thank contacting sandisk. name please give moment look da: da: got answer sandisk: s.: please tell written face memory da: never thought contacting thought going waste time, nice contacted proactively da: okfer da: thing one da: sandisk da: microsdhc da: s.: please allow da: need info s.: sandisk ultra card uhs-i card provides optimum performance used uhs-i enabled device card da: phone da: say class 10 card, bought promise better speed regular class 4 using s.: would like inform get minimum read speed 10 mbps uhs-i enable device card built uhs-i da: write da: i'm getting like da: far 30 s.: would like inform said card built uhs-i technology give optimum speed uhs-i enable s.: get minimum write speed 10 mbps uhs-i enable da: okfer da: waste time s.: would like inform use card uhs-i enable device give optimum speed s.: anything else may one star contacting via amazon show ""sandisk really offering real support",2013-06-12,544,0,1,1,-1,0.0,0.0,0.9811,pos
3968,RPM,5.0,"bought 64gb card use photo storage samsung galaxy note 2. phone also recognized card instantly. best deal 64 gig able find. music library (or case picture fit phone, card you!",2014-06-23,168,0,0,0,0,0.0,0.0,0.7901,pos
3969,rpv,5.0,"using 64 gb card galaxy note ii unlocked gsm international version 50 gb took several hour copy 3 year old laptop. samsung's music player recognized playing smooth. card look super fast, reading. booting phone, music almost immediately play. attached show gb available. 5 gb seems lot missing. assuming used storing restore information.",2012-04-11,971,0,0,0,0,0.0,0.0,0.7796,pos
3970,"R. Robb ""occassional techy""",5.0,"storage size, fast read/write speed, great price half certain popular brick & mortar use samsung galaxy tab 2 7.0 i'm glad chose it. would def recommend anyone looking microsd storage.",2013-06-02,554,0,0,0,0,0.0,0.0,0.926,pos
3971,R. Roll,5.0,work great good price come adapter. reliable seems fast,2013-01-13,694,0,0,0,0,0.0,0.0,0.7906,pos
3972,RR Trent,5.0,"used roku 3 video yes, point, roku 3 take advantage size, may future. also, price right.",2013-06-23,533,0,0,0,0,0.0,0.0,0.5719,pos
3973,R. Saing,5.0,work well samsung s5 issue,2014-07-07,154,0,0,0,0,0.0,0.0,0.2732,pos
3974,"R. Sanchez ""Digital312""",5.0,"ask more! biggest micro sd card awesome phone galaxy put ton music library card, full length movies, crazy space available. love space spare worry every running recommended! buy asking dollar exact card!",2012-01-09,1064,0,0,0,0,0.0,0.0,0.7701,pos
3975,"R. sandoval ""tvlookplay""",5.0,using tablet decided switch far good really fast,2014-07-01,160,0,0,0,0,0.0,0.0,0.4404,pos
3976,"R. Shehane ""Ron""",5.0,use small asus get little extra storage space. installs well work great. sure right inserting without adapter protect small slot like one come thought going break since tiny look - got ok.,2014-10-04,65,0,0,0,0,0.0,0.0,0.8755,pos
3977,RSprivate,4.0,slow compared usb drives. good small hold large files. would recommend product cell phone use. used back usb memory drive nexus 7. would use high speed usb drive nexus 7.,2013-08-25,470,0,0,0,0,0.0,0.0,0.6597,pos
3978,RST10,5.0,"i've started buying sd card adapter. reason limit large card need small one. first concerned connection reliability small card inserted large one, single problem one performed expected otherwise flexible standard large size sd card. fully recommended.",2013-09-09,455,0,0,0,0,0.0,0.0,0.0754,pos
3979,R. Surber,2.0,"bought two memory card use logitech alert outdoor master security camera's. far, found unreliable. entirely certain camera system memory card themselves. camera frequently report memory card error indicates card reformatted. problematic camera recorded something important, failure sd card would indeed.",2013-07-12,514,0,0,0,0,0.0,0.0,-0.2748,neg
3980,R. Sutton,4.0,well made replacement part use system. read writes quickly camera. like size card. tiny often difficult remove canon camera. san disk card quality industry move cards. buy another camera using micro sd cards.,2013-05-31,556,0,0,0,0,0.0,0.0,0.2732,pos
3981,"R. Sutton, Jr. ""RWSynergy""",5.0,"last day shopping microsdxc card utilize new smart phone. long term positive experience using sandisk cards. quickly became confused difference called ""mobile"" ultra card ultra cards. performance spec tech eye virtually same. price also similar, slightly higher. finally resolve confusion contacted sandisk technical support. surprise, ""mobile"" version older, longer manufactured version. ultra current model. immediately bought current ultra version, fortunately amazon sale!",2012-10-22,777,112,27,139,85,0.8057553956834532,0.7321357216871879,0.8729,pos
3982,rt66west,5.0,problem work described. scandisk make stable product temporary storing later transferring image video footage.,2013-06-07,549,0,0,0,0,0.0,0.0,-0.128,neg
3983,R. Tejeda,5.0,"cautiously optimistic happy amazon sent replacement ordered 32gb card came returned followed email asking immediate arrived time trip. cautiously optimistic four card purchased amazon, one work far. got refunded rest.",2013-09-02,462,0,0,0,0,0.0,0.0,0.8658,pos
3984,R. Tobias,5.0,"put micro-sd card note ii phone, seamless experience it. program card operate quickly flawlessly phone's memory. hold dozen programs, give need start hd movie phone!). card seems designed specifically smartphones, job well. recommended.",2013-04-28,589,0,0,0,0,0.0,0.0,0.6114,pos
3985,"R. Toro ""Tech Junkie""",5.0,"great memory card, good price. recently upgraded memory card use cell phone, plenty space hold music, videos, photos. download many song want, take many photo (at highest want, without worry memory phone filling up.i used sandisk memory card many time before, always good experiences. still early tell card live standard, far, memory card worked well me.the class 10 rating refers speed writes card, noticed quicker previous micro sd card. upgrade expansion memory, highly recommend card!",2012-12-18,720,0,0,0,0,0.0,0.0,0.9523,pos
3986,"rtrski ""Who, me?""",4.0,"using surface pro's microsd slot. even reformatted ntfs (which claim order set virtual disk file virtual disk upon music library 8 kind picky letting set one something size pinky nail hold entire music collection nice high still much room left over. one star tiny bit slow write might fair since i'm comparing full-size sd reformat, said.",2013-05-27,560,0,0,0,0,0.0,0.0,0.8176,pos
3987,rug,5.0,love quality sandisk ultra class 10 card. valuable storage samsung galaxy tab 10.1.,2014-04-04,248,0,0,0,0,0.0,0.0,0.8074,pos
3988,Rumur,5.0,brought gift family member hit thank,2014-04-23,229,0,0,0,0,0.0,0.0,0.6597,pos
3989,Rusch,5.0,"using galaxy s3, worked problem whatsoever, instantly detected ready go.",2013-04-24,593,0,0,0,0,0.0,0.0,-0.0516,neg
3990,Russell,5.0,surprised price quality. work great problems. recommend anyone needed micro sd card.,2013-02-07,669,0,0,0,0,0.0,0.0,0.7003,pos
3991,Russell J. Pendred,5.0,several memory card canon work perfectly - must serious photographer take thousand photo trip - fast / reliable product,2014-06-30,161,0,0,0,0,0.0,0.0,0.5994,pos
3992,"Russell M. Singleton ""rmsingleton""",5.0,"got galaxy s3 android phone. san disk products, high quality expect problems.",2013-06-09,547,0,0,0,0,0.0,0.0,-0.4019,neg
3993,Russell Sulewski,5.0,galaxy s4 16 gb phone 80 gb. give enough room music some.,2013-03-08,640,0,0,0,0,0.0,0.0,0.0,neg
3994,Russ H.,5.0,came 2 day price good. unfortunately good deal granddaughter decided phone... ordering another one.,2014-08-07,123,0,0,0,0,0.0,0.0,0.5267,pos
3995,Russ H.,4.0,"second card i've purchased exact model. first one went bad 8 months. fair, rooted galaxy s3 loaded it. possible something firmware messed card.i'm back stock rom due issue 4g lte. i'm even rooted anymore. i'm hoping card remains solid time. everyone else seems love i'm hoping serf well long good...",2013-07-05,521,0,1,1,-1,0.0,0.0,0.836,pos
3996,Russian,5.0,"waited waited see lightning deals, finally got it. cost found cheaper since.",2013-07-08,518,0,0,0,0,0.0,0.0,0.0,neg
3997,"rustd408 ""rustd408""",5.0,actually fit hold data v others brand work probably overkill term size us requires special usb reader,2013-09-12,452,0,0,0,0,0.0,0.0,0.6369,pos
3998,Rusty Baker,5.0,hard know say exactly memory card except good price. storage case sturdy enough.,2012-12-21,717,0,0,0,0,0.0,0.0,0.3612,pos
3999,RustyRoads,4.0,stock memory card came motorola 4 gb wanted memory. work quite well good buy class 10 card.,2013-10-14,420,0,0,0,0,0.0,0.0,0.6779,pos
4000,Ruth B.,5.0,went new asus tablet latest android system it. read used issues.,2014-10-01,68,0,0,0,0,0.0,0.0,0.0,neg
4001,Ruth D. Berrios,5.0,much say memory card. job expected. bought mainly store lot information.,2014-03-20,263,0,0,0,0,0.0,0.0,0.0,neg
4002,Ruth,5.0,gave away last card friend needed one. reading review card purchased it. seems quick enough need plenty space. i've never problem sandisk. go company disk needs.,2014-01-25,317,0,0,0,0,0.0,0.0,0.666,pos
4003,Ruthie in Idaho,5.0,bought phone apps using filling little space phone had. never changed card phone easy ton room photo apps stuff.,2014-05-07,215,0,0,0,0,0.0,0.0,0.4404,pos
4004,rvap,5.0,use samsung galaxy 10.1 tablet work great. sd card load fast issues.,2013-09-18,446,0,0,0,0,0.0,0.0,0.6249,pos
4005,RVR2,5.0,"bought specifically gopro hd camera use dash cam, especially driving traveling mexico. lot room recording road trip",2014-05-23,199,0,0,0,0,0.0,0.0,0.0,neg
4006,R. Wilson,5.0,popped phone worked expected.,2013-06-23,533,0,0,0,0,0.0,0.0,0.0,neg
4007,"RWKeenan ""Rich Keenan""",5.0,"window tablet came 32 gb storage space allowed add extra space needed applications, medium let use tablet way wanted, limited available storage space c drive.",2014-06-24,167,0,0,0,0,0.0,0.0,-0.2263,neg
4008,RWL,5.0,"several video device work great, sandisk great product never one fail 6 years. great price too.",2014-01-24,318,0,0,0,0,0.0,0.0,0.9446,pos
4009,"Rx Gadget ""RxGadget""",4.0,work great month galaxy s3. purchased go samsung galaxy 3 super excited need buck money 32gb phone. well know allow apps moved external sd card. researched everything missed that. card work store thousand picture figured might even able figure put movie onto waste great sd top line new smartphones allow apps sd even micro sd card option phone,2013-03-01,647,0,0,0,0,0.0,0.0,0.9451,pos
4010,Ryan Boochard,5.0,got 3 year old's put ton movie tv show thing keep hours. price hard beat.,2014-05-26,196,0,0,0,0,0.0,0.0,-0.1027,neg
4011,Ryan Chaffin,5.0,"memory card work great new gopro hero 3 black. footage look incredible, filming time allows get solid 45 minute action in.",2013-07-31,495,0,0,0,0,0.0,0.0,0.8519,pos
4012,Ryan Lang,5.0,say sandisk ultra 32gb microsdhc class 10/uhs-1 memory card speed 30mb/s work still working well.,2014-04-27,225,0,0,0,0,0.0,0.0,0.2732,pos
4013,"Ryan Mustard ""mustard""",5.0,got use go pro camera. work great. get hassle packaging scissors open it.,2013-04-29,588,0,0,0,0,0.0,0.0,0.6249,pos
4014,Ryan Patrick Larsen,1.0,bought sandisk ultra 32gb card use samsung smart phone. worked great 3 months. phone recognize card & neither computer. went unreadable one day. disappointed reliability card. contact sandisk lifetime warranty. shall see they'll stand behind product.,2013-02-23,653,0,0,0,0,0.0,0.0,0.5719,pos
4015,"Ryan Pomaski ""TechnologyWhore""",4.0,"got card, took package, dropped samsung s4, rebooted detected immediately. need format anything. done speed tests, noticed sluggishness would them, either.",2013-12-14,359,0,0,0,0,0.0,0.0,0.0,neg
4016,Ryan S.,5.0,"wanted upgrade 8gb microsd card samsung galaxy s3 memory. sandisk ultra 64gb micro sd xc class 10 memory card work perfectly. recognizes available blank. mp3s, etc. play demand without delay problem. amazon shipped trouble free packaging ahead time using free shipping option (usps) pleased. highly recommend memory card.",2013-10-12,422,0,0,0,0,0.0,0.0,0.9545,pos
4017,"Ryan T. Begley ""Ryan""",5.0,problem using hero3 yet. come little plastic thing connect sd port.,2013-12-17,356,0,0,0,0,0.0,0.0,-0.4019,neg
4018,Ryan Tolp,5.0,"yep, put gopro & fast enough me. small hand it'd probably last year touch things, everything meaning wifi transfer change type things.",2014-06-01,190,0,0,0,0,0.0,0.0,0.6597,pos
4019,Ryan W. Mccauley,4.0,"worked expected blackberry z10 hp laptop plenty fast - writes around read far pc can't get accurate number speed. gave four star write speed fall touch short class 10 rating - honestly enough issue me, people need speed camera might slightly disappointed. however, capacity price make make great store content",2013-12-13,360,0,0,0,0,0.0,0.0,0.6213,pos
4020,Saber uddin,3.0,"use galaxy s4 card crashed times, lost photo music. thankfully backed worst part is, card completely stopped working one point. contact sandisk replacement hassle.",2014-05-21,201,0,0,0,0,0.0,0.0,-0.6901,neg
4021,Sadiq Shah Mohamad,5.0,work advertised. better using newer products. noticed increase speed note 2 note 8 compared previous version sandisk micro sd.,2014-04-21,231,0,0,0,0,0.0,0.0,0.6369,pos
4022,sadpony,5.0,got add room samsung galaxy s3. work great. complaints.,2013-04-29,588,0,0,0,0,0.0,0.0,0.34,pos
4023,Safet Berisa,5.0,use card smartphone work great. fast roomy (i got 16gb version) enough store music video need. immediately recognized samsung smartphone put 6 month ago i've reason take ever since.,2013-01-18,689,0,0,0,0,0.0,0.0,0.6249,pos
4024,"Said Name ""Nope""",5.0,"class fast memory read. fast card. faster there, far expensive, worth expense, opinion. everything perfectly compact package. sandisk brand name, trusted me. worth extra since i've used sandisk since made 8mb cf far",2013-12-17,356,0,0,0,0,0.0,0.0,0.8779,pos
4025,S. Albert,5.0,wait flash medium sale purchase sd card got 64gb size gopro 3+ work great. see issue speed. great these. best completely reliable me. complaint whatsoever.,2014-03-14,269,0,0,0,0,0.0,0.0,0.8987,pos
4026,S. Alexander,5.0,micro card seamless simple use. phone problem card.,2013-05-12,575,0,0,0,0,0.0,0.0,-0.4019,neg
4027,sal,5.0,item came time nice work well want 12 word dont . .,2012-11-25,743,0,0,0,0,0.0,0.0,0.6369,pos
4028,Sal,5.0,work samsung galaxy note ii. sandisk product trust. cheapest price could find. thanks!,2012-12-28,710,0,0,0,0,0.0,0.0,0.7574,pos
4029,Salim C. El-hayek,5.0,love card unfortunately note 2 allow app install sd therefore able fully test card,2013-03-01,647,0,0,0,0,0.0,0.0,0.5719,pos
4030,Salvador Laya Balbon,5.0,already bought one last may can't beat new price. original sandisk product never failed before. careful buy.,2012-11-15,753,0,0,0,0,0.0,0.0,0.5511,pos
4031,Salvador Pasquier,5.0,install new moto e work great. save lot photo slow.,2014-06-28,163,0,0,0,0,0.0,0.0,0.8074,pos
4032,"Samantha Brantley ""Skay1977""",5.0,bought phone constantly transfer pic computer. work great far!,2013-06-08,548,0,0,0,0,0.0,0.0,0.6588,pos
4033,Samantha F. Lance,5.0,"didnt know came adapter card make normal micro card, super fit tablet perfectly read fine.",2014-01-06,336,0,1,1,-1,0.0,0.0,0.9081,pos
4034,Sam Bravern,1.0,"thought sure winner average rating thousand reviews. notice bad review card becoming unreliable couple week use. typically people write review shortly receiving product. card worked fine 2 week started problems. re-formatted card, phone, removed battery, every trick could read card still remained unreliable phone thinking removed random times. stuck slower 8gb microsd card in, worked fine.i suspect one happening card defective take usage start failing user reason, brand card like certain devices, like samsung galaxy guess got i'm getting another one move another reputable get pay may here. lot others success card.",2012-12-20,718,1,1,2,0,0.5,0.0945312057342307,0.128,pos
4035,Sam,5.0,"read review card use cell phone. far good. problem whatsoever. ton space store mp3s, photo videos. great speed due class. excellent price got shortly black friday sale.",2014-08-01,129,0,0,0,0,0.0,0.0,0.8402,pos
4036,Sam,5.0,"actually came sd adapter making great buy. lot memory, microsd, sd cheap. can't go wrong.",2013-01-10,697,0,0,0,0,0.0,0.0,0.7687,pos
4037,Sam Hughes,5.0,"works. sd card, want kind explaining flash memory. no, didn't. probably heard sandisk, know probably reliable. reason looking reviews... looking review microsd card? take get computer go i'm real. know i'm right.",2013-04-12,605,0,1,1,-1,0.0,0.0,0.3612,pos
4038,Saminda Nirmal Fonseka,5.0,brought wife's samsung galaxy s3 phone work perfectly it. fast read write speed.,2013-09-28,436,0,0,0,0,0.0,0.0,0.6369,pos
4039,"Sammual ""nobodyspecial""",5.0,"now, two phone later, still never problem! dont think, buy im waiting 128gb chip",2014-02-18,293,0,0,0,0,0.0,0.0,0.3716,pos
